id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
3605,23,other,ba,3.13,53.6,yes,5.9,average,coaching,low,moderate,45.5
3606,23,male,bba,2.7,84.8,yes,5.0,poor,online videos,low,easy,54.1
3607,24,male,b.tech,0.08,85.3,yes,8.6,average,coaching,high,moderate,54.1
3608,19,other,bca,5.07,49.1,yes,7.8,average,self-study,high,moderate,62.8
3609,21,other,ba,6.05,61.6,yes,5.1,average,coaching,low,moderate,75.2
3610,20,male,b.tech,6.19,50.1,yes,4.9,good,online videos,high,easy,78.5
3611,20,other,b.com,4.98,68.1,yes,7.9,good,group study,low,moderate,47.7
3612,17,male,b.sc,4.89,92.5,yes,9.6,good,online videos,high,moderate,92.8
3613,23,female,b.com,6.54,77.1,yes,4.5,average,coaching,low,moderate,100.0
3614,24,female,diploma,1.98,61.1,yes,9.0,good,mixed,medium,moderate,51.3
3615,24,female,bca,3.63,89.6,yes,8.9,average,self-study,high,moderate,68.3
3616,20,other,b.tech,2.43,80.1,yes,4.9,good,self-study,low,hard,55.9
3617,24,other,b.sc,1.57,61.5,yes,4.4,poor,mixed,low,easy,42.6
3618,22,other,diploma,6.25,52.7,yes,9.9,good,group study,high,easy,83.9
3619,22,male,ba,2.24,94.5,yes,4.4,good,online videos,medium,moderate,70.2
3620,23,female,bca,6.26,97.9,yes,8.7,poor,mixed,high,moderate,88.2
3621,19,other,bba,7.78,62.6,yes,9.4,average,online videos,high,moderate,97.1
3622,23,male,b.com,6.62,93.9,yes,9.1,poor,mixed,medium,easy,84.2
3623,17,female,b.tech,2.29,63.0,yes,9.9,poor,self-study,medium,moderate,35.6
3624,18,other,ba,6.19,63.5,yes,5.2,average,coaching,high,easy,73.3
3625,20,other,bca,2.31,56.8,yes,6.0,poor,group study,low,moderate,29.4
3626,22,female,diploma,4.85,57.1,yes,7.6,average,group study,low,moderate,52.4
3627,18,male,b.tech,7.91,84.2,yes,6.7,average,online videos,low,hard,77.5
3628,23,female,bca,3.64,57.2,no,6.4,good,mixed,medium,hard,71.6
3629,23,male,bca,2.05,41.9,yes,6.2,poor,online videos,low,easy,42.8
3630,18,male,bba,6.23,58.2,yes,9.6,average,mixed,low,moderate,57.0
3631,23,other,ba,6.07,49.1,no,8.4,poor,self-study,medium,hard,71.0
3632,23,female,ba,6.36,55.3,yes,4.5,good,group study,medium,easy,92.1
3633,24,other,bba,4.62,68.3,yes,4.3,average,coaching,high,moderate,77.1
3634,19,other,diploma,6.99,93.5,yes,8.2,average,coaching,medium,hard,100.0
3635,19,female,b.sc,2.43,46.1,yes,6.9,poor,coaching,low,hard,52.9
3636,20,female,b.tech,4.81,55.4,yes,4.1,average,coaching,low,moderate,54.6
3637,21,male,bca,3.81,92.4,yes,4.9,average,self-study,low,hard,51.2
3638,21,other,b.com,2.54,52.4,yes,5.7,average,self-study,low,easy,33.1
3639,21,other,b.tech,4.94,44.6,yes,6.9,good,group study,low,moderate,58.1
3640,22,other,b.com,6.76,64.6,yes,7.3,good,mixed,medium,hard,74.9
3641,22,other,bca,3.25,76.6,yes,5.6,good,coaching,low,hard,80.5
3642,23,male,b.tech,5.97,42.4,yes,6.0,good,group study,low,moderate,69.5
3643,18,male,bca,4.62,68.5,yes,5.0,average,online videos,medium,easy,55.7
3644,24,male,ba,1.79,72.1,no,4.2,average,self-study,medium,moderate,36.5
3645,19,female,b.sc,4.86,78.4,yes,8.2,poor,coaching,medium,hard,86.5
3646,21,male,bba,6.62,73.9,yes,9.4,poor,online videos,high,easy,84.2
3647,23,female,b.tech,0.77,61.7,yes,6.7,average,mixed,low,hard,25.7
3648,24,male,bca,3.78,68.2,yes,5.2,poor,group study,high,easy,56.9
3649,17,male,b.com,2.38,56.6,yes,7.8,good,online videos,high,moderate,65.7
3650,18,other,b.tech,1.41,42.6,yes,6.7,average,mixed,low,easy,26.5
3651,19,other,diploma,5.81,99.4,yes,6.1,good,mixed,medium,hard,85.1
3652,22,male,b.sc,3.47,94.9,yes,9.2,good,group study,medium,hard,90.2
3653,17,other,b.sc,1.92,42.0,no,5.5,poor,group study,medium,easy,22.8
3654,21,male,bba,6.43,78.4,yes,5.8,poor,mixed,medium,easy,68.6
3655,17,female,b.tech,1.19,44.3,yes,8.2,average,coaching,low,easy,33.3
3656,18,other,b.com,3.71,41.5,yes,5.7,average,coaching,low,easy,50.9
3657,18,other,bba,7.58,50.0,yes,9.9,good,online videos,low,easy,79.0
3658,18,other,b.tech,2.1,70.6,yes,6.0,poor,mixed,high,moderate,59.6
3659,24,male,b.com,7.13,57.3,yes,6.6,average,online videos,low,moderate,67.7
3660,20,male,b.tech,0.54,96.4,yes,9.4,average,self-study,high,moderate,60.3
3661,23,male,b.sc,5.07,67.9,yes,7.0,good,coaching,medium,moderate,73.1
3662,22,other,ba,0.4,88.9,yes,4.8,average,self-study,medium,easy,32.7
3663,22,other,b.sc,6.48,46.9,yes,5.3,average,group study,high,hard,66.1
3664,17,female,ba,1.98,67.7,no,6.5,good,mixed,medium,easy,47.6
3665,18,other,b.tech,6.36,83.7,yes,5.1,average,self-study,low,moderate,91.5
3666,19,female,b.com,1.74,78.9,yes,6.7,poor,coaching,medium,moderate,60.2
3667,21,other,ba,1.23,85.7,yes,7.7,good,self-study,medium,hard,54.3
3668,19,female,b.com,1.92,59.7,yes,8.8,poor,self-study,medium,easy,42.0
3669,22,male,b.tech,6.76,87.6,yes,5.5,poor,online videos,high,moderate,74.6
3670,19,female,b.sc,1.02,87.0,yes,8.2,good,mixed,medium,moderate,53.5
3671,21,male,diploma,4.74,41.4,yes,6.9,average,online videos,low,easy,54.3
3672,22,male,ba,3.21,40.8,yes,6.1,good,online videos,medium,moderate,35.0
3673,24,female,b.sc,3.2,84.3,yes,8.5,good,coaching,medium,easy,85.7
3674,21,male,b.com,2.73,80.8,yes,8.5,average,self-study,low,easy,46.3
3675,24,other,b.sc,2.24,73.7,no,4.6,poor,online videos,high,easy,41.6
3676,19,other,b.sc,1.91,42.5,yes,5.6,poor,group study,medium,easy,23.9
3677,23,female,bca,5.88,86.3,yes,8.2,good,mixed,medium,easy,87.7
3678,17,other,b.com,4.76,98.8,yes,7.4,good,coaching,medium,moderate,94.9
3679,20,other,b.com,5.87,53.9,yes,8.2,average,coaching,medium,moderate,69.2
3680,24,female,bba,7.58,52.9,yes,9.3,poor,online videos,high,easy,79.7
3681,22,male,b.sc,6.71,49.8,yes,4.5,good,coaching,low,moderate,60.7
3682,22,female,bca,3.25,58.4,yes,6.5,average,group study,medium,moderate,39.5
3683,17,female,b.tech,1.76,77.6,yes,4.4,average,coaching,low,moderate,63.7
3684,23,male,bca,0.27,87.4,no,5.1,poor,online videos,medium,moderate,52.6
3685,20,female,b.com,2.01,95.7,yes,5.8,average,coaching,high,hard,58.2
3686,23,other,b.tech,7.2,68.4,yes,8.7,good,self-study,medium,moderate,88.1
3687,21,female,b.com,3.65,50.3,no,9.3,average,self-study,high,moderate,67.7
3688,20,female,b.sc,7.17,73.8,yes,5.7,poor,self-study,high,easy,69.4
3689,20,other,ba,7.71,91.1,yes,9.2,average,self-study,high,moderate,87.0
3690,21,male,b.sc,6.09,45.1,yes,5.7,average,group study,medium,easy,65.2
3691,18,male,bca,5.88,84.0,yes,6.6,average,group study,medium,easy,68.6
3692,19,female,b.tech,3.61,44.9,yes,7.4,good,self-study,medium,moderate,55.9
3693,19,female,b.sc,6.32,98.6,yes,4.3,average,online videos,low,easy,73.4
3694,20,other,ba,1.33,52.0,yes,6.8,poor,online videos,low,easy,29.6
3695,24,female,b.tech,3.06,95.8,yes,9.2,poor,self-study,low,hard,68.6
3696,21,other,b.tech,7.57,81.6,yes,6.7,good,mixed,medium,easy,99.3
3697,24,female,ba,3.37,54.8,yes,4.2,average,mixed,high,easy,55.2
3698,23,female,diploma,5.31,91.2,yes,8.6,average,mixed,high,easy,80.2
3699,23,male,ba,4.64,93.0,yes,7.1,poor,self-study,medium,moderate,70.3
3700,24,other,b.sc,5.45,87.7,yes,4.2,poor,self-study,high,moderate,67.0
3701,21,male,b.tech,6.76,48.0,yes,8.9,average,self-study,low,moderate,59.1
3702,17,male,b.sc,6.62,63.0,yes,8.2,poor,self-study,low,hard,66.9
3703,19,male,bba,0.08,75.3,yes,4.7,poor,group study,low,moderate,30.0
3704,22,male,b.tech,6.29,82.2,yes,7.8,poor,online videos,high,moderate,89.1
3705,18,other,b.com,4.07,77.7,yes,9.0,poor,mixed,high,easy,63.2
3706,21,male,bba,0.67,60.7,yes,4.7,poor,self-study,medium,moderate,35.7
3707,21,other,bba,6.99,73.0,yes,6.3,good,group study,high,hard,83.7
3708,22,other,bba,5.29,99.3,yes,6.4,average,online videos,medium,moderate,83.1
3709,18,male,b.com,7.04,52.0,yes,8.3,good,mixed,medium,moderate,90.2
3710,24,female,b.tech,4.7,58.0,yes,4.3,average,self-study,high,moderate,35.8
3711,18,male,b.tech,2.58,81.4,yes,4.2,average,mixed,low,moderate,67.2
3712,23,male,ba,4.07,66.2,yes,7.4,average,online videos,low,hard,46.3
3713,22,male,b.sc,2.48,80.0,yes,4.2,good,online videos,medium,moderate,53.9
3714,24,male,b.tech,6.94,68.1,yes,9.0,poor,self-study,low,moderate,65.6
3715,17,male,b.sc,6.04,67.1,yes,8.5,good,coaching,medium,easy,100.0
3716,18,female,bba,2.31,70.7,yes,9.0,good,online videos,high,moderate,74.3
3717,22,other,bca,5.87,43.1,yes,9.2,good,coaching,low,easy,84.7
3718,21,other,b.com,3.11,48.3,yes,7.8,good,online videos,medium,easy,53.8
3719,18,female,b.sc,0.19,47.8,yes,9.6,poor,self-study,high,easy,41.7
3720,17,other,b.sc,7.74,67.7,yes,9.1,poor,self-study,high,easy,68.2
3721,20,other,b.sc,5.81,92.4,yes,8.1,average,coaching,medium,easy,76.1
3722,18,other,diploma,3.23,65.3,yes,4.9,average,coaching,medium,easy,75.5
3723,19,female,ba,3.53,77.8,yes,8.3,poor,online videos,low,moderate,54.3
3724,21,male,b.tech,4.43,52.7,yes,9.4,average,self-study,high,moderate,63.1
3725,19,male,ba,3.07,75.0,yes,9.0,average,coaching,low,moderate,60.9
3726,17,male,diploma,0.21,69.2,yes,6.2,good,self-study,medium,moderate,42.4
3727,20,other,b.com,6.33,54.7,yes,9.4,good,self-study,low,moderate,68.8
3728,23,other,bca,5.28,60.1,yes,6.5,good,coaching,medium,moderate,66.1
3729,22,other,b.sc,0.65,48.9,yes,9.7,good,coaching,medium,moderate,58.8
3730,20,other,ba,1.06,99.4,yes,6.3,poor,online videos,high,moderate,42.4
3731,21,other,b.tech,0.68,45.4,yes,6.1,poor,coaching,high,moderate,34.8
3732,23,female,bba,4.0,64.9,yes,5.2,good,coaching,high,easy,64.4
3733,17,male,diploma,2.77,43.5,yes,4.1,good,group study,high,easy,46.3
3734,24,other,b.tech,7.38,67.9,yes,9.9,good,coaching,low,hard,91.3
3735,23,other,b.com,3.0,40.6,yes,8.2,good,online videos,high,easy,54.0
3736,23,other,bca,7.74,82.7,yes,6.5,good,mixed,low,moderate,86.5
3737,24,other,b.sc,6.03,87.9,yes,9.2,average,self-study,low,easy,58.0
3738,20,female,b.sc,6.3,86.9,yes,9.0,average,group study,high,easy,93.6
3739,22,female,ba,4.71,62.9,yes,4.4,average,coaching,medium,moderate,57.5
3740,20,female,b.com,1.39,73.0,yes,7.4,poor,coaching,medium,easy,54.6
3741,17,other,b.sc,2.75,92.4,yes,5.4,poor,self-study,low,moderate,47.7
3742,21,other,bba,7.35,97.3,yes,6.2,average,group study,medium,moderate,84.8
3743,24,other,b.tech,3.34,92.0,yes,7.7,average,mixed,medium,hard,73.2
3744,23,male,bca,4.17,57.2,yes,9.3,poor,mixed,medium,moderate,61.0
3745,19,other,bca,0.09,46.8,yes,6.8,poor,online videos,medium,moderate,19.599
3746,22,other,b.sc,7.91,65.0,yes,9.4,average,coaching,low,easy,95.6
3747,17,female,b.com,2.22,77.7,yes,6.8,good,self-study,low,moderate,56.5
3748,18,male,b.com,3.56,99.4,yes,9.9,poor,mixed,high,moderate,57.6
3749,20,male,b.sc,4.19,45.3,yes,4.8,good,mixed,medium,moderate,46.4
3750,17,male,b.com,1.74,93.0,yes,6.6,poor,coaching,high,moderate,66.8
3751,19,female,b.tech,3.17,46.8,yes,7.1,poor,group study,high,easy,47.0
3752,19,female,ba,6.71,81.0,yes,5.6,average,coaching,low,moderate,99.3
3753,21,other,b.sc,7.46,81.3,yes,6.3,average,mixed,low,moderate,72.0
3754,17,other,bca,7.42,53.1,yes,9.7,average,coaching,low,moderate,79.0
3755,20,female,b.com,6.61,55.8,no,4.4,average,group study,medium,easy,64.0
3756,22,other,bba,6.81,59.8,yes,6.1,poor,coaching,high,hard,82.8
3757,21,male,bca,7.34,63.2,yes,5.9,poor,online videos,low,moderate,55.7
3758,18,male,diploma,5.88,51.2,yes,9.0,poor,self-study,low,moderate,65.6
3759,23,female,b.com,7.02,97.6,yes,6.8,average,group study,high,easy,84.1
3760,20,other,b.tech,0.6,96.9,yes,7.9,poor,self-study,high,easy,56.3
3761,23,other,bca,4.99,95.0,yes,4.9,good,mixed,high,hard,93.2
3762,17,other,bca,3.5,77.9,yes,4.9,poor,self-study,low,moderate,42.5
3763,24,female,b.com,0.2,50.4,yes,7.5,good,self-study,low,moderate,35.9
3764,23,female,b.com,2.31,52.5,no,8.4,good,mixed,low,hard,39.9
3765,18,other,bba,5.91,99.4,yes,9.1,average,group study,medium,moderate,87.8
3766,19,female,ba,4.07,89.8,yes,8.3,average,online videos,medium,easy,68.3
3767,19,male,b.sc,2.75,81.1,yes,5.5,average,online videos,high,easy,46.7
3768,18,male,b.tech,7.04,50.0,no,6.2,poor,group study,high,moderate,65.0
3769,19,male,b.tech,1.3,43.3,yes,7.5,poor,self-study,high,hard,33.8
3770,24,female,bba,6.37,73.7,yes,9.0,good,group study,low,easy,75.4
3771,24,male,b.sc,7.91,91.1,yes,9.1,good,coaching,medium,moderate,100.0
3772,22,male,b.tech,3.55,87.0,yes,9.2,average,group study,low,moderate,52.1
3773,17,female,bba,7.48,97.5,yes,8.0,average,mixed,medium,moderate,98.0
3774,20,female,b.tech,7.67,66.2,yes,4.6,good,self-study,low,easy,75.7
3775,18,other,diploma,6.92,86.3,yes,4.4,poor,coaching,low,moderate,89.8
3776,21,male,b.sc,4.66,79.9,yes,4.5,poor,group study,medium,moderate,72.8
3777,21,other,b.tech,2.54,81.9,yes,8.6,good,self-study,high,moderate,61.4
3778,17,female,bca,3.15,89.2,yes,6.7,poor,online videos,low,moderate,52.5
3779,23,male,ba,0.61,69.9,no,9.3,average,coaching,medium,easy,38.5
3780,19,female,bca,3.15,69.1,yes,9.0,poor,online videos,medium,easy,50.7
3781,19,other,ba,7.88,96.0,yes,5.2,poor,coaching,low,moderate,85.3
3782,17,other,b.sc,5.07,96.3,yes,8.0,good,group study,medium,hard,83.9
3783,21,female,diploma,2.03,52.9,yes,9.6,average,online videos,medium,moderate,45.6
3784,23,female,b.com,1.64,43.9,yes,4.5,average,mixed,medium,easy,23.8
3785,23,other,bba,4.62,56.4,yes,4.7,good,group study,high,hard,50.7
3786,24,male,bca,5.03,73.4,yes,8.8,average,mixed,high,moderate,77.2
3787,17,female,b.com,5.01,44.2,yes,7.8,good,group study,high,easy,66.9
3788,18,female,ba,5.68,81.9,yes,8.6,poor,self-study,high,moderate,67.8
3789,21,male,b.com,5.61,72.2,yes,9.8,good,mixed,high,moderate,84.0
3790,20,male,b.sc,3.17,97.4,yes,7.6,good,group study,medium,easy,73.6
3791,23,female,b.sc,3.47,78.7,yes,9.9,good,mixed,high,moderate,93.6
3792,21,other,bca,4.7,72.0,yes,9.6,poor,mixed,medium,moderate,56.3
3793,22,female,b.tech,3.06,77.0,yes,5.7,average,online videos,high,moderate,51.6
3794,24,male,b.sc,0.39,58.0,yes,9.0,poor,group study,high,easy,35.7
3795,22,male,b.tech,5.01,96.1,yes,4.8,good,coaching,medium,moderate,74.5
3796,23,female,b.sc,5.27,49.4,yes,9.1,average,self-study,high,easy,66.1
3797,22,female,b.tech,4.46,89.0,yes,6.8,poor,group study,high,moderate,70.3
3798,22,female,b.com,6.53,87.4,yes,6.8,good,coaching,medium,easy,87.1
3799,23,female,bba,3.21,50.6,yes,9.4,good,online videos,low,easy,43.6
3800,21,other,b.tech,0.5,53.1,yes,8.3,average,group study,high,moderate,35.3
3801,21,male,bba,7.46,98.9,yes,7.3,good,mixed,low,hard,99.6
3802,24,other,b.sc,7.91,54.2,yes,7.7,good,online videos,high,hard,87.4
3803,20,female,b.sc,1.23,49.6,yes,8.4,average,group study,high,easy,34.8
3804,18,other,bca,3.13,48.0,yes,6.3,good,self-study,medium,moderate,45.5
3805,24,male,b.tech,2.75,98.9,yes,4.4,average,coaching,low,hard,61.7
3806,21,female,b.tech,2.94,49.0,yes,9.3,good,mixed,high,moderate,56.1
3807,18,other,b.com,6.51,78.3,yes,9.6,poor,self-study,low,hard,69.9
3808,20,female,bca,0.57,40.6,yes,5.1,good,self-study,high,easy,26.8
3809,22,female,bca,5.65,75.0,no,7.9,poor,mixed,medium,moderate,75.8
3810,19,female,b.tech,4.46,62.7,yes,8.1,poor,self-study,medium,easy,62.1
3811,21,male,b.sc,4.67,67.4,yes,5.5,good,coaching,medium,easy,60.7
3812,18,female,ba,1.7,77.7,yes,9.8,average,online videos,high,easy,51.5
3813,24,other,bba,5.82,77.3,yes,4.9,poor,online videos,medium,moderate,57.6
3814,19,other,b.tech,6.63,62.2,yes,7.5,average,self-study,low,easy,65.8
3815,24,female,b.com,0.9,43.6,yes,4.9,good,mixed,medium,moderate,28.3
3816,20,female,ba,5.5,99.1,yes,6.1,poor,online videos,low,moderate,70.7
3817,17,other,b.tech,5.85,69.9,no,4.1,poor,group study,medium,easy,83.9
3818,20,male,b.com,4.66,63.3,yes,9.4,good,mixed,high,moderate,74.0
3819,18,other,bca,3.36,73.7,yes,6.2,average,self-study,high,moderate,42.2
3820,18,female,b.com,1.4,70.3,yes,8.5,good,group study,medium,moderate,63.9
3821,19,other,ba,2.57,53.9,yes,6.3,average,group study,high,moderate,53.4
3822,22,female,b.tech,7.16,51.1,yes,7.2,average,group study,high,hard,69.5
3823,18,other,b.tech,7.09,44.5,yes,5.8,average,mixed,high,easy,67.5
3824,22,female,b.com,2.44,58.4,yes,9.3,poor,online videos,low,easy,29.5
3825,23,other,b.com,0.51,64.1,yes,5.1,poor,self-study,low,moderate,26.7
3826,17,other,b.sc,1.02,90.4,yes,6.1,poor,online videos,low,easy,45.0
3827,21,male,b.sc,7.37,88.9,yes,9.4,good,online videos,low,moderate,89.5
3828,19,female,b.tech,2.11,69.1,yes,5.3,average,self-study,high,easy,52.1
3829,18,female,b.sc,3.78,50.3,yes,7.2,average,mixed,medium,hard,65.5
3830,17,male,bca,2.61,98.3,yes,5.1,good,self-study,high,moderate,67.6
3831,23,male,bba,4.11,89.5,yes,7.0,good,group study,high,moderate,78.1
3832,21,female,b.sc,5.93,73.9,yes,7.1,poor,self-study,medium,moderate,53.1
3833,17,male,b.tech,4.2,85.1,yes,6.2,good,coaching,high,easy,69.7
3834,19,male,b.com,7.26,88.7,yes,8.4,average,mixed,high,moderate,100.0
3835,22,female,b.sc,7.61,81.8,yes,5.9,average,coaching,medium,easy,95.8
3836,20,other,b.sc,6.73,96.6,yes,6.6,good,mixed,medium,easy,88.6
3837,21,male,b.tech,5.31,99.0,yes,5.1,poor,coaching,medium,easy,75.0
3838,17,female,b.com,5.92,90.5,yes,8.1,poor,group study,medium,moderate,80.2
3839,21,other,bba,2.82,68.4,yes,5.4,poor,mixed,high,easy,42.9
3840,24,female,bba,7.24,72.5,yes,8.7,good,self-study,medium,moderate,98.9
3841,21,female,b.sc,6.91,84.3,yes,5.0,poor,online videos,medium,moderate,66.5
3842,24,female,diploma,0.82,91.3,yes,6.0,poor,self-study,medium,moderate,45.6
3843,20,other,b.tech,0.64,84.5,no,6.9,poor,coaching,low,moderate,46.5
3844,18,female,bca,1.67,55.5,yes,5.0,average,self-study,medium,moderate,39.4
3845,22,male,b.com,0.95,44.6,no,9.7,poor,self-study,low,moderate,19.599
3846,23,other,b.sc,5.37,73.9,yes,6.8,average,group study,low,moderate,59.4
3847,23,other,ba,4.33,56.3,yes,8.6,average,mixed,low,moderate,56.0
3848,22,other,b.com,3.59,45.0,yes,5.6,poor,self-study,medium,easy,40.4
3849,21,male,b.com,6.23,96.7,yes,7.5,average,self-study,high,moderate,92.5
3850,22,male,b.com,6.16,95.1,yes,6.9,poor,group study,low,moderate,80.4
3851,23,other,b.tech,1.42,41.4,yes,4.1,average,mixed,low,moderate,33.0
3852,21,female,b.com,7.79,69.5,yes,6.8,average,self-study,low,hard,58.2
3853,19,other,b.sc,5.15,58.5,yes,6.8,good,coaching,low,easy,68.7
3854,22,female,bca,0.34,79.0,no,9.0,average,coaching,high,easy,69.9
3855,17,male,bba,0.08,94.1,yes,9.4,good,group study,low,hard,38.5
3856,18,female,bca,6.37,49.4,yes,9.5,average,group study,low,moderate,63.1
3857,17,other,b.tech,1.35,84.3,yes,7.9,average,self-study,low,hard,33.5
3858,21,other,diploma,7.16,50.7,yes,9.2,good,group study,high,easy,70.1
3859,23,male,b.sc,7.23,96.1,yes,4.6,poor,group study,high,easy,88.1
3860,24,other,bca,7.67,44.5,yes,6.4,good,self-study,low,hard,70.8
3861,22,other,b.com,6.64,69.1,yes,9.6,average,mixed,medium,easy,96.8
3862,23,male,b.com,1.87,75.0,yes,6.1,average,mixed,high,easy,65.0
3863,19,female,bca,7.86,49.5,yes,7.2,poor,coaching,low,easy,79.9
3864,19,female,b.tech,7.64,68.8,yes,9.1,average,mixed,low,easy,88.9
3865,21,male,bca,7.91,69.5,no,5.2,good,mixed,medium,easy,100.0
3866,20,male,bca,3.67,99.4,yes,8.0,good,coaching,high,moderate,75.1
3867,22,female,ba,3.14,97.7,yes,9.3,good,mixed,low,easy,78.3
3868,18,other,b.tech,0.68,50.7,yes,9.8,poor,self-study,high,easy,34.1
3869,21,female,b.tech,7.26,41.9,yes,6.4,good,mixed,medium,easy,89.7
3870,20,male,b.sc,2.29,61.2,yes,7.4,average,group study,high,moderate,45.9
3871,17,female,ba,1.39,89.4,yes,9.0,average,group study,medium,hard,41.2
3872,19,male,b.com,4.87,88.5,yes,9.8,average,coaching,low,moderate,84.7
3873,17,male,b.sc,2.46,80.1,yes,4.1,good,coaching,medium,easy,65.5
3874,22,male,bba,4.79,98.0,yes,5.2,good,self-study,medium,moderate,90.1
3875,22,male,b.tech,0.08,94.5,yes,9.6,good,coaching,medium,easy,60.1
3876,19,other,bba,2.75,69.9,yes,4.4,poor,group study,medium,easy,57.7
3877,24,other,b.tech,7.38,98.3,yes,8.9,poor,online videos,high,moderate,88.5
3878,23,male,b.sc,2.14,41.4,yes,9.3,average,group study,low,moderate,34.5
3879,23,other,diploma,5.68,76.1,yes,9.9,good,mixed,medium,moderate,84.8
3880,18,female,diploma,2.06,64.0,yes,4.8,poor,self-study,high,easy,19.6
3881,24,other,b.tech,3.17,85.7,no,7.6,poor,group study,high,easy,68.7
3882,19,other,bba,4.36,77.3,yes,6.0,average,online videos,high,moderate,66.7
3883,22,male,bca,5.91,98.9,yes,6.9,poor,group study,high,moderate,80.2
3884,17,other,b.tech,1.29,89.7,yes,9.2,average,self-study,low,moderate,35.7
3885,24,other,b.sc,4.0,96.1,yes,6.3,average,mixed,medium,moderate,74.4
3886,19,male,b.com,0.78,52.3,yes,5.6,good,coaching,high,moderate,51.1
3887,20,female,b.sc,5.66,52.4,yes,7.1,poor,group study,high,hard,69.9
3888,24,female,bba,5.3,81.3,yes,5.0,good,mixed,medium,easy,72.5
3889,23,other,diploma,0.08,56.3,yes,4.7,good,online videos,high,moderate,66.8
3890,24,female,b.com,7.32,68.5,yes,5.4,good,coaching,medium,moderate,100.0
3891,23,female,b.tech,7.11,78.8,yes,7.2,average,self-study,low,moderate,76.0
3892,20,other,b.sc,4.64,63.7,yes,5.3,good,coaching,low,easy,74.1
3893,23,male,ba,4.67,50.3,no,5.8,poor,online videos,medium,easy,37.4
3894,17,female,diploma,4.24,99.4,yes,6.1,average,coaching,medium,moderate,85.8
3895,24,other,b.com,0.08,63.9,yes,7.9,good,mixed,medium,easy,36.1
3896,20,other,b.com,4.34,75.1,yes,7.1,poor,group study,medium,easy,37.5
3897,19,other,ba,0.81,87.0,yes,6.6,poor,group study,low,easy,38.3
3898,19,female,b.tech,0.75,85.1,yes,4.4,good,online videos,high,moderate,52.5
3899,24,male,bca,2.35,90.1,yes,6.5,poor,coaching,high,moderate,44.0
3900,23,male,b.sc,7.87,81.7,yes,5.1,poor,self-study,low,moderate,73.2
3901,20,female,b.com,2.02,92.0,yes,6.9,good,mixed,low,hard,61.7
3902,19,female,ba,1.84,88.9,yes,5.5,good,group study,high,moderate,52.6
3903,17,female,bca,5.27,58.2,yes,6.7,average,coaching,medium,moderate,65.5
3904,21,male,ba,7.25,77.0,yes,5.1,poor,group study,medium,moderate,91.1
3905,24,female,bba,1.43,48.9,yes,7.2,average,group study,medium,moderate,48.9
3906,18,male,b.sc,2.83,95.6,yes,8.6,average,self-study,medium,moderate,70.4
3907,18,female,b.tech,1.66,90.0,yes,7.3,poor,coaching,medium,moderate,51.1
3908,20,female,b.tech,6.64,95.8,yes,4.6,poor,group study,high,hard,91.8
3909,24,female,b.com,3.64,99.4,yes,7.6,good,online videos,low,hard,57.6
3910,22,male,b.com,5.57,99.1,yes,4.2,good,self-study,high,moderate,80.8
3911,22,male,b.tech,7.4,72.4,yes,5.2,good,self-study,high,moderate,80.0
3912,18,male,diploma,2.68,66.3,yes,8.4,good,coaching,medium,moderate,67.0
3913,23,other,bba,2.7,83.8,yes,8.1,average,mixed,medium,moderate,64.5
3914,18,male,ba,3.83,49.2,yes,4.6,good,self-study,low,easy,57.2
3915,21,male,bca,7.15,99.4,yes,4.3,good,coaching,medium,moderate,97.4
3916,17,female,b.sc,1.44,84.0,no,6.0,average,online videos,medium,moderate,34.9
3917,18,other,ba,3.78,51.3,yes,7.1,average,online videos,medium,moderate,66.4
3918,21,female,b.sc,4.69,81.3,yes,6.2,good,coaching,medium,easy,84.0
3919,17,female,b.sc,0.77,79.0,yes,5.7,good,self-study,low,moderate,21.2
3920,23,female,b.com,6.62,99.4,yes,6.4,good,group study,medium,moderate,84.6
3921,22,male,b.sc,0.31,40.7,yes,4.8,average,group study,low,moderate,19.599
3922,21,female,b.com,1.09,47.9,yes,6.3,average,self-study,low,hard,51.0
3923,17,male,bca,2.25,64.0,yes,9.6,good,coaching,medium,moderate,54.2
3924,22,female,b.tech,1.16,58.2,yes,9.2,poor,online videos,medium,moderate,37.3
3925,17,other,b.com,6.14,54.5,yes,5.7,average,self-study,low,hard,56.0
3926,19,other,ba,6.14,71.7,yes,8.0,good,coaching,low,moderate,71.2
3927,22,other,b.tech,2.74,51.3,yes,4.8,poor,online videos,medium,easy,49.0
3928,18,female,bca,2.3,87.9,yes,8.1,poor,group study,high,hard,57.8
3929,22,male,diploma,2.58,88.9,yes,9.2,poor,group study,low,easy,72.0
3930,21,male,b.com,2.53,77.2,yes,4.1,poor,coaching,high,moderate,43.1
3931,23,male,diploma,2.69,46.7,yes,4.6,poor,coaching,low,hard,38.6
3932,20,other,bba,5.44,42.7,yes,7.4,average,group study,high,easy,67.8
3933,17,female,bca,3.76,88.9,yes,6.2,poor,self-study,high,easy,59.6
3934,20,female,bca,1.79,99.0,yes,4.8,good,mixed,medium,moderate,50.5
3935,23,male,bba,4.05,90.8,yes,5.7,poor,mixed,medium,hard,66.9
3936,22,other,b.tech,3.39,79.4,yes,7.2,poor,coaching,high,moderate,92.6
